ID,YEAR,DATE,DAY_WEEK,TIME,FULL_ADDRESS,LON,LAT,TYPE,SOURCE,XFINAL,Xkm,YFINAL,Ykm,Address,Main,RoadType,ISINTERSEC,TRACT,CouncilDIS,Councillor,PlanningDi,OIF1,OIF2,OIF3,OIF4,BLFinal,CS,LIGHTING,Indoor,Light,LightEng,WEATHER,PrecipCond,AtmosCondi,DayNight,Tmax,Tmin,Tavg,Temprange,SunriseTim,SunsetTime,SnowFall,PrecipTota,Fault,Doored,HelmetDocu,TaxiFinal,hitrunfina,AlcoholFin,INJURED,TRANSPORTE,TREATED,GENDER,ETHNICITY,AGE,Narrative,
B1591,2010,5/1/2010,Wednesday,2:28:00 PM,"MA, USA",-71.3824374,42.4072107,BVA,N/A,,,,,,,,0,,,,,8,98,98,98,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,99,99,99,,,,ABOUT xxxxx HOURS OFFICERS xxxxxxxx AND xxxxx IN THE xxxxx RESPONDED TO A RADIO CALL TO INVESTIGATE PERSON IN THE AREA OF HALL AND xxxxxxx STREET'S.  OFFICERS OBSERVED THE ABOVE DESCRIBED PERSON ON THE GROUND AND WITH A SWOLLEN RIGHT EYE.   OFFICERS ALSO OBSERVED MANY CUTS AND LACERATIONS TO THE VICTIM xxxxxxx'S ARMS AND LEGS.  OFFICERS HAD H&H RESPOND TO THE SCENE AND RENDERED MEDICAL ASSISTANCE TO THE VICTIM xxxxxxx.  VICTIM TRANSPORTED TO HOSPITAL FOR FURTHER EVALUATION.  OFFICERS SECURED THE VICTIM RED PACIFIC xx SPEED BIKE AT DISTRICT xxxx.,
B1592,2010,7/12/2010,Monday,6:04:00 PM,"1189 Commonwealth Ave Allston , MA, USA",-71.129219,42.350903,CO,E911,756242.992712,230502.864179,2953066.358784,900094.626157,1189 Commonwealth Ave,1,Res,0,702,9,Councillor Ciommo,Allston/Brighton,8,98,98,98,0,0,OUTSIDE - DAY,0,99,0,TORNADO,1,1,1,88,69,79,19,4:18:00 AM,7:21:00 PM,0,0.25,0,0,0,0,0,0,1,1,1,MALE,WHITE HISPANIC,31,"RC xx xxxxxxxxxxxx AVENUE - NEAR HARVARD AVENUE - xxx A BICYCLIST,STRUCK xxxx BY A xxxxxxxx.
   xxxxxxx,xxxx SPEAKING WITH MR. xxx xxxxxxx IT WAS LEARNED THAT WHILE MR. xxx WAS RIDING HIS BIKE xxxxx (xxxxxxxx) xx THE INSIDE LANE HE xxxxxxxx A LIGHT xxxxx xxxxx BACKING xxx xx A PARKING SPACE. AS MR. xxx xxxxxxxxxx,xxxxxxxxxxxx,xx xxxxx THE VEHICLE,HE xxxx HIS BALANCE AND CRASHED IN xx A PARKED TRUCK(xxxxxxx xxxx),CAUSING PAIN xx HIS RIGHT WRIST AND LEFT KNEE.
   TAKEN xx ST. xxxxxxxxx BY A #x (xxxxxxxxx -&- xxxxxx).",
B1593,2010,7/12/2010,Monday,6:07:00 PM,"95 Welles Ave South Dorchester , MA, USA",-71.0659766,42.2893285,BVA,E911,773466.427145,235752.566994,2930703.413516,893278.40044,95 Welles Ave,0,Res,1,100500,3,Councillor Baker,South Dorchester,98,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,1,1,1,88,69,79,19,4:18:00 AM,7:21:00 PM,0,0.25,0,0,0,0,0,0,1,0,0,MALE,BLACK NON-HISPANIC,28,"AT ABOUT  xxxxxxx  P.O. xxxxxx IN THE xxxxx CAR RESPONDED TO A  R/C  FOR A PERSON STRUCK BY A MOTOR VEHICLE AT  xx xxxxxx AVENUE.  WHILE ON SCENE  P.O. xxxxxx LEARNED THE FOLLOWING:  MR. xxx WHILE RIDING HIS MOUNTAIN BIKE ON xxxxxx AVE (TRAVELING WEST) AND AS HE APPROACHED xxxxxx AV / xxxxxxxxxx ST.  DID MAKE CONTACT WITH A RED NISSAN DRIVEN BY BROWN WHO WAS ATTEMPTING TO ENTER xxxxxx AV FROM xxxxxxxxxx STREET. THE NISSAN STRUCK THE BICYCLIST CAUSING HIM TO BE THROWN FROM HIS BIKE. MR. xxx HAD CUTS TO HIS LEFT LEG.  MR. xxx REFUSED MEDICAL HELP AND ADVISE FROM THE EMERGENCY PERSONNEL ON xxxxxxx, WHICH ARE AS FOLLOWS: H&H xxx AND MEMBERS OF THE BOSTON FIRE DEPARTMENT FROM LADDER x AND ENGINE xx. MR. xxx WALKED HOME. DRIVER OF THE NISSAN CITED  xxxxx, INTERSECTION, FAILURE TO YIELD RIGHT OF WAY.  xxxxxxx.  xxxxxx  FORM COMPLETED. THE NISSAN SUFFERED SCRATCHES TO THE LEFT FRONT FENDER AND ITS FRONT LICENSE PLATE WAS TORN OFF.",
B1594,2010,7/10/2010,Monday,3:51:00 PM,"MA, USA",-71.3824374,42.4072107,BVA,E911,,,,,,,,1,,,,,98,98,98,98,0,0,OUTSIDE - DAY,0,,0,CLOUDY,1,1,1,79,67,73,12,4:20:00 AM,7:20:00 PM,0,0.11,0,0,0,0,1,0,1,0,0,MALE,99,21,"On Wednesday, July xx, xxxx, at xxxxx pm, (victim) xxxxxxxx xxxxx, walked into Area xxxx to file a police report.  Victim states that on today's report date at xxxxx pm, he was hit by a Motor Vehicle while riding a bicycle at unknown address on Park St - Dorchester.  Victim states that the vehicle struck the right side of his body and then fell to the ground.  Victim states that the operator failed to stop to check on the victim.  Victim was able to recover a plate of xxxxxxx', and described the vehicle as a black SUV being driven by an Asian male.  Victim has a visible scrape on his right xxxxxxxx.  Victim declined medical attention.",
B1595,2010,7/14/2010,Wednesday,1:33:00 PM,"603 Beacon St Fenway , MA, USA",-71.0942095,42.3495551,BVA,E911,765897.415901,233445.532367,2952666.947051,899972.885461,603 Beacon St,0,Res,0,10101,8,Councillor Ross,Fenway/Kenmore,98,98,98,98,1,0,OUTSIDE - DAY,0,99,0,CLOUDY,1,1,1,79,67,73,12,4:20:00 AM,7:20:00 PM,0,0.11,0,1,0,0,0,0,1,0,0,MALE,WHITE NON-HISPANIC,19,"At approximately xxxxxx on Wednesday, July xx, xxxx - Officer S. xxxxxx in the xxxxx Unit responded to a radio call for a pedestrian struck by a motor vehicle opposite xxx Beacon Street, Boston.

Upon arrival, Officer was met by the victim (FREEMAN, xxxx xxxxxxx), who stated that he was riding his bicycle (in the bicycle lane) traveling outbound on Beacon Street (towards xxxxxxx Square).  Mr. xxx stated that as he began passing a vehicle (MA reg xxxxxx) parked at he curb opposite xxx Beacon, the occupant opened the driver's side door unexpectedly.  Mr. xxx was unable to stop his bicycle, and collided with the open door, which caused him to fall to the ground.  Officer observed some xxxxxxxxxxxxxxxx to Mr. xxx's left elbow, right ankle and right upper arm as a result of making contact with the vehicle xxxxxxxxxxxx to the roadway.  Mr. xxx stated that he was not seriously hurt, did not need to be xxxxxxxxxxxxxxxxx by Boston EMS, and would take care of the minor injuries on his own.  Mr. xxx showed Officer damages to the right xxxxxxxxxxxxxx brake and center xxxxx' area of the bicycle sustained as a result of colliding with the open vehicle door.      

Officer then spoke with the driver (xxxxxxxxxx, xxxx xxxxxxx) of the motor vehicle in question (MA reg xxxxxx).  Mr. xxx stated that he parked his vehicle at the curb opposite xxx Beacon Street and opened the door to exit.  According to Mr. xxx, previous to exiting his vehicle, he remembered that he needed quarters for the parking meter at his parking space.  Mr. xxx closed the driver's side vehicle door a bit (leaving it slightly ajar) in order to reach in and grab some quarters for the parking meter.  When he had the quarters in hand, Mr. xxx attempted again to open the driver's side door fully, but made contact with Mr. xxx and his bicycle before he was able to do so.  Officer observed slight damage to the xxxxxxxxxx part of the vehicle door where the bicycle made contact.  The door was still able to be fully closed, but appeared to have become slightly xxxxxxxxxx as a result of the collision.",
B1596,2010,7/14/2010,Wednesday,4:58:00 PM,"80 River St Mattapan , MA, USA",-71.0739805,42.271259,BVA,E911,771471.334384,235144.46272,2924148.206822,891280.373439,80 River St,1,Ind,0,100900,3,Councillor Baker,Mattapan,98,98,98,98,0,0,OUTSIDE - DAY,0,99,0,RAIN,1,1,1,79,67,73,12,4:20:00 AM,7:20:00 PM,0,0.11,0,0,0,0,0,0,1,1,1,FEMALE,BLACK NON-HISPANIC,14,"About xxxx hours on xxxxxxxx Officer xxxxxxxx in the xxxxx responded to a radio at the xxxxxx Hospital Emergency Room, Dorchester.

On arrival officer spoke with the victim. xxxxxx xxxxxxxx, who stated that she was ridding her bicycle and was almost at the door of the gas station.  Victim stated that a gold motor vehicle that was pulling out of the gas xxxx struck her with the front of the driver side causing her causing to fall to the ground.  Victim stated she looked at the unknown suspect and he kept going.  Victim stated that she was able to returned home and informed her xxxxxxxxxxxxx what had happen.  Victim stated she hurt her left leg and left arm.  Officer observed a few minor scratches to the victim's left leg.  Victim was waiting to be seeing by a doctor at xxxxxx Hospital.
  
Officer spoke with the caller/ xxxxxxxxx xxxxxx, who stated that her daughter was struck at xx River Street (Premier xxxxxx Gas Station) while ridding her bicycle.  Caller stated that a friend of xxxxxxxx was at the gas station when the incident happen.  Caller stated the friend gave her the suspect motor vehicle plate number Mass Reg xxxxxx and describe it as a Gold Chevy Impala with damage to the right front passenger side fender and a broken rear driver side window.  The friend also told the caller that the driver a black male with a white construction hat laughed after he struck the victim and kept going.  Caller stated when her daughter came home she drove her straight to the xxxxxx Hospital Emergency room.  Caller stated there might be more witness working inside the gas station.",
B1597,2010,7/15/2010,Thursday,5:32:00 AM,"1591 Dorchester Ave South Dorchester , MA, USA",-71.061504,42.2964879,BVA,WALK-IN,774920.614198,236195.803207,2933629.886009,894170.389256,1591 Dorchester Ave,1,Com,1,92200,3,Councillor Baker,South Dorchester,98,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,1,75,65,70,10,4:20:00 AM,7:20:00 PM,0,0.01,0,0,0,0,0,0,99,0,0,MALE,BLACK NON-HISPANIC,14,"On Thursday xxxxxxxxx at about xxxx Mr xxx xxxxx walked into district xxxx to file a report. Victim states while attempting to take a left onto xxxxxx St from Dorchester Av a young black male, about xx yrs old riding a bike, drove directly into the front passenger side of his m/v. Victim states he stopped and removed himself from his m/v asking the child if he was ok, in which he stated ""yes"". He reports he then turned to get his xxxxxxx, when he turned back around the child had already proceeded down Dorchester Av.",
B1598,2010,7/15/2010,Thursday,6:45:00 PM,"318 Commonwealth Ave Back Bay , MA, USA",-71.0863707,42.3494673,BVA,N/A,767949.619502,234071.044024,2952632.13481,899962.27469,318 Commonwealth Ave,0,Res,0,10700,8,Councillor Ross,Back Bay/Beacon Hill,98,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,4,75,65,70,10,4:20:00 AM,7:20:00 PM,0,0.01,0,1,0,1,0,0,1,1,1,FEMALE,99,23,"On July xx, xxxx at about xxxxx Officer V. xxxxx assigned to the xxxxx responded to xxx xxxxxxxxxxxx Ave on a motor vehicle accident involving a bicyclist.

Upon arrival Officer xxxxx met with the caller Mr. xxx xxxxx, xx Pond St, Jamaica Plain, Ma.  Mr. xxx advised Officer xxxxx that a friend of his was injured while riding a bicycle on xxxxxxxxxxxx Ave.

Mr. xxx advised Officer xxxxx that he didn't witness the accident but thought that it should be reported to the police. 

Mr. xxx advised Officer xxxxx that he didn't not have any motor vehicle information or knew the injuries that his friend sustained.

Officer xxxxx subsequently spoke to the bicyclist Ms. xxx xxxx who reports while riding on xxxxxxxxxxxx Ave, an individual exiting a Taxi Cab as a passenger opened the rear door which caused her to ride into the door.

Ms. xxx advised Officer xxxxx that she was transported to Beth Israel Hospital by EMS and she is currently having ankle, back and leg pain.

Officer xxxxx was able to obtain and xxxxxx the taxi drivers information as xxxxx xxxxxxxxx, x xxxxxxxxx Road, xxxxxxxx, Ma xxxxx.

All parties were provided with each others information and advised to contact if they needed any  further assistance.

A copy of the xxxx and RMV Police Crash report was placed in the Auto Investigators xxxx.",
B1599,2010,7/16/2010,Friday,2:46:00 AM,"332 Dorchester Ave South Boston , MA, USA",-71.0567559,42.336373,BVA,N/A,775908.765345,236496.991677,2948101.374941,898581.299082,332 Dorchester Ave,1,Ind,0,61200,2,Councillor Linehan,South Boston,8,98,98,98,0,1,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,1,2,91,66,79,25,4:21:00 AM,7:19:00 PM,0,0.02,0,0,0,1,0,1,1,1,1,MALE,WHITE NON-HISPANIC,28,"About xxxx xxxx. Officer xxxxxxxx in the xxxxx on sighted Boston cab xxxxxxx xxxxxx and bike rider at the corner of Dorchester xxxx Old Colony Ave. 
Officer was approached bike rider, xxxxxxxxx xxxxxxxx who stated he riding along the left side of the taxi cab when the cab xxxxxxxxx tried to make a left turn to hit him. While giving his statement Officer xxxxxxxx  smelled alcohol on xxxxxxxx's breath she also observed he was holding onto his swollen right xxxxxxxxx Officer notified operations what type of situation she had MVA with possible injuries. EMS and BFD were notified and responded to scene.
 As xxxxxxxx was being assessed by EMS two witness pulled over their vehicles to speak to Officer xxxxxxxx to explain what they observed a few minutes prior to her arrival. Both witnesses, xxxxxx and xxxx. xxx stated both bicycle and cab were passing xxxxxxxx Coffee shop. xxxxxxxx rode up to an ON DUTY cab and began xxxxxxxx cab driver for no reason. He then started to bang on the driver side window and kept trying to ride xxxxxxx with the cab. The cab driver was trying to cautiously speed up in order to get away from xxxxxxxx but for xxx mile he kept riding along side the cab playing a xxxx of xxxxxxx. The cab driver observed an xxxxxxxx left turn onto Old Colony Ave from Dorchester Ave and tried to cautiously make the turn. xxxxxxxx however speed up and cut off the driver. The cab immediately stopped with enough time xxxxxxxx any collision with him.  
Officer spoke to cab driver a few moments later. He corroborated witnesses story. Officer asked the two people in the cab what happened but they did not want to get involved just dropped off to their xxxxxxxxxxxxxxx damage was observed on cab
xxxxxxxx was transported to Tufts Medical xx. His bicycle was brought back to station xx. xxxxxxxx summonsed into court for disturbing the xxxxx.",
B1600,2010,7/17/2010,Saturday,2:48:00 PM,"696 Columbia Rd North Dorchester , MA, USA",-71.0622698,42.3202731,BVA,E911,774589.139989,236094.769869,2941920.828343,896697.468479,696 Columbia Rd,1,Res,0,91200,7,Councillor Jackson,North Dorchester,98,98,98,98,0,0,,1,99,0,,3,1,1,93,74,84,19,4:22:00 AM,7:18:00 PM,0,0,0,0,0,0,0,0,1,1,1,MALE,WHITE NON-HISPANIC,36,"About xxxxxx on Saturday July xx, xxxx Officer xxxxx in the xxxxx responded to a xxx call at xxx xxxxxxxx Road. 

Officer joined the xxxxx (Officer xxxxxx xxxxxxxx) and the xxxx (Sgt. xxxxx xxxxxxx) at xxx xxxxxxxx Road for a Pedestrian Struck. Officer spoke to all parties on scene including Mr. xxx who was driving MA Reg xxxxxx at the time. Mr. xxx stated that he was driving down xxxxxxxx Road and entering the parking lot for xxx when he accidentally hit a bicyclist Mr. xxx xxxxx. 

Mr. xxx stated that he was xxxxxxxxx up a xx mile bike ride from xxxxxxxxx to South Boston and was struck from behind on his bicycle. Mr. xxx stated that he received injuries on his left elbow and his back side. EMS arrived on scene and was xxxxxxxx the victim to go to the Hospital for further evaluation. 

Mr. xxx was eventually transported to Boston Medical Center for further evaluation. Mr. xxx's bike was xxxxxxxxxxx transported by EMS to BMC with the victim.",
B1601,2010,7/18/2010,Sunday,12:01:00 AM,"487 Beacon St Back Bay , MA, USA",-71.0893646,42.3508554,BVA,E911,767126.983131,233820.304458,2953146.176045,900118.954458,487 Beacon St,1,Res,1,10800,8,Councillor Ross,Back Bay/Beacon Hill,3,98,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,1,2,91,76,84,15,4:23:00 AM,7:18:00 PM,0,0.01,0,0,0,1,0,0,1,1,1,MALE,BLACK NON-HISPANIC,14,"About xxxxx on xxxxxx, July xx, xxxx, Police Officers xxxx and xxxxxx of the xxxxx Unit responded to a radio call regarding a Pedestrian Hit by a Motor Vehicle.

   On arrival, Police Officers met with the victim (xxxxxxxx) who stated that, while riding his bike through a crosswalk, he was struck by a cab.  Police Officers observed some scratches on his knees and shins.  The victim complained of a sore right wrist.  The bike did not appear to suffer any damages in the accident.

   Witnesses on scene (xxxxx, xxxxxxx, and xxxxxxxx) told Police Officers that the suspect (xxxxxxxxx) came speeding down Massachusetts Avenue and took a quick right onto Beacon Street and through the crosswalk - driving into the victim (xxxxxxxx) in the process.  They told Police Officers that the ""pedestrian cross"" signal was on.  They further stated that, after hitting the victim (xxxxxxxx), the suspect (xxxxxxxxx) did not stop and proceeded to xxxx him with his vehicle.  After hearing the xxxxxxx and xxxxx of the witnesses, the suspect (xxxxxxxxx) stopped his vehicle.  

   Fire and Ambulance arrived on scene.  The victim was transported by EMS xx to Brigham and Woman's hospital for further evaluation.  Police Officers contacted the victim's grandmother and brother and informed them of the victim's (xxxxxxxx) situation.",
B1602,2010,7/18/2010,Sunday,11:50:00 PM,"741 Hyde Park Ave Hyde Park , MA, USA",-71.120038,42.274316,BVA,WALK-IN,758954.429813,231329.310207,2924721.060409,891454.979213,741 Hyde Park Ave,1,Res,0,140400,5,Councillor Consalvo,Hyde Park,98,98,98,98,0,0,OUTSIDE - NIGHT - STREET LIGHTS,0,0,0,CLEAR - NIGHT,3,1,2,91,76,84,15,4:23:00 AM,7:18:00 PM,0,0.01,0,0,0,0,1,0,99,0,0,MALE,WHITE HISPANIC,29,THE ABOVE VICTIM WALKED INTO AREA xxxx STATION TO REPORT A HIT AND RUN. THE VICTIM REPORTED THAT HE WAS RIDING HIS BICYCLE (xxxxxx MODEL xxxxxx xx) OUT BOND ON HIGH PARK AVE TOWARDS xxxx PARK WHEN A DARK COLORED MOTOR VEHICLE (PLATE BELIEVED TO BE xxxxxx)(PLATE RUN ON CAD COMPUTER WITH NO MATCH)  HIT THE REAR OF THE VICTIM'S BIKE CAUSING THE VICTIM TO GO OVER THE HANDLE BARS OF THE BICYCLE. THE VICTIM STATED THAT HE ASKED THE  SUSPECT FOR ID THEN THE SUSPECT FLED THE SCENE. THE VICTIM REFUSED H + H.,
B1603,2010,7/19/2010,Monday,10:12:00 AM,"58 S Huntington Ave Jamaica Plain , MA, USA",-71.1113874,42.3303392,BR,E911,761215.414256,232018.458265,2945705.89553,897851.156958,58 S Huntington Ave,1,Res,0,81100,8,Councillor Ross,Jamaica Plain,8,98,98,98,0,0,OUTSIDE - DAY,0,99,0,OTHER,3,1,1,87,68,78,19,4:24:00 AM,7:17:00 PM,0,0.01,0,0,0,0,0,0,1,1,1,FEMALE,WHITE NON-HISPANIC,21,"ABOUT xxxxx HOURS OFFICERS xxxxxxxx AND xxxxx IN THE xxxxx RESPONDED TO A RADIO CALL FOR A PEDESTRIAN STRUCK (MOTOR VEHICLE ACCIDENT) AT xx S. HUNTINGTON AVE.  UPON ARRIVAL OFFICERS SPOKE WITH WITNESS xxxxx WHO STATED "" I DID NOT SEE ANY VEHICLE HIT HER OR ANY CARS AROUND HER, I JUST HEARD THE BANG""  OFFICERS SPOKE WITH AN UNKNOWN WITNESS OPERATOR OF A T SERVICE VAN WHO STATED "" I DID NOT SEE ANY CAR HIT HER ""  OFFICERS WERE INFORMED BY H&H PERSONNEL WHO STATED "" WE DON'T THINK SHE WAS HIT BY ANY CAR, xxxxx SUFFERED A xxxxxxx AND FELL OF HER BIKE ""  OFFICERS SPOKE WITH MBTA OFFICER WHO STATED "" I THINK HER BIKE WENT INTO THE TROLLEY TRACKS AND SHE FELL OF HER BIKE""  OFFICERS OBSERVED BUMPS AND BRUISES TO THE VICTIM HEAD - ARMS AND LEGS.  VICTIM TRANSPORTED TO BRIGHAM AND WOMEN HOSPITAL.  OFFICERS DID NOT OBSERVED ANY BICYCLE AT THE SCENE.",
B1604,2010,7/19/2010,Monday,5:14:00 PM,"94 Woodward Park St Roxbury , MA, USA",-71.0733103,42.3189989,CO,E911,771556.072245,235170.29082,2941534.797453,896579.806264,94 Woodward Park St,0,Res,0,90400,7,Councillor Jackson,Roxbury,8,98,98,98,0,0,OUTSIDE - DAY,0,99,0,SUNNY - DAY,3,1,1,87,68,78,19,4:24:00 AM,7:17:00 PM,0,0.01,0,0,0,0,0,0,0,0,0,FEMALE,BLACK HISPANIC,16,"About xxxx pm on Monday xxxxxxx Officer xxxxx in the xxxxx unit responded to a radio call for a pedestrian struck at xx xxxxxx Ave, Roxbury.

On arrival Officer spoke to the victim, xx yr old xxxxxxxxxxxx xxxxxxxx, who stated that she was ""ok"", and that she didn't get hit by the motor vehicle.  Officer requested EMS for an evaluation.  Miss xxxxxxxx stated that she was riding her bicycle (Tony xxxx BMX) down the hill of xxxxxxxx xx towards xxxxxx Ave and as she xxxxxx xxxxxx Ave, she observed the black Nissan traveling inbound on xxxxxx Ave.  Miss xxxxxxxx stated she hit the brakes on the bicycle but the brakes didn't work.  Miss xxxxxxxx stated that when she reached xxxxxx Ave, she turned the bicycle hard right and the bicycle lost xxxxxxxx and went down next to the Nissan.  Miss xxxxxxxx stated that the bike continued from her and hit the Nissan.  

Miss xxxxxxxx stated she fell off the bicycle next to the Nissan but never made contact with the vehicle.  Officer observed no visible injuries to Miss xxxxxxxx or her bicycle.

Officer then spoke to the operator of the Nissan, xxxxxxx xxxxxxx, who stated she was traveling on xxxxxx Av towards Dudley St.  As Miss xxxxxxx approached xxxxxxxx xx, she observed the bicycle quickly approaching xxxxxx Av down the hill.  Miss xxxxxxx stated both she and the bicycle both made the intersection at the same time and the bicycle turned right on xxxxxx Ave placing her parallel with the vehicle and then the bicycle fell to the ground.

Miss xxxxxxx stated she immediately stopped he vehicle.  When Miss xxxxxxx exited from her vehicle, Miss xxxxxxxx was up and attempted to leave stating, ""I'm all right"".  Miss xxxxxxx stated that xxxxxxxx's friend, witness xx xxxxxxxx, pulled the bicycle from underneath the front passenger tire of the Nissan.  Miss xxxxxxx informed Miss xxxxxxxx she couldn't leave until the xxxxxxxxxxx arrived and that she was checked out.

Officer observed a popped front passenger tire on the Nissan and no other damages.  Boston EMS xxx responded evaluated Miss xxxxxxxx who declined any injuries or further treatment.  Miss xxxxxxxx's mother (xxxx xxxxxxx) arrived on scene and allowed her daughter to decline any further medical treatment.",
B1605,2010,7/19/2010,Monday,5:13:00 PM,"171 Msgr O'Callaghan Way South Boston , MA, USA",-71.0551268,42.3263161,BVA,E911,776502.614271,236677.99683,2944226.965138,897400.378974,171 Msgr O'Callaghan Way,0,Emp,0,61100,2,Councillor Linehan,South Boston,98,98,98,98,0,0,,1,99,0,SUNNY - DAY,3,1,1,87,68,78,19,4:24:00 AM,7:17:00 PM,0,0.01,0,0,0,0,0,0,1,1,1,MALE,WHITE HISPANIC,8,"About xxxxx PO xxxxx in the xxxxx responded to a radio call for a child bicyclist struck at the location listed above. On arrival observed the victim conscious and alert, notified patrol supervisor, the xxxx Sgt Collier responded. The victim was bleeding about the head and right arm area. 

Spoke with the victim's mother who stated that the victim was riding his bicycle when he was struck by the suspect who was operating MA plate xxxxxx. Spoke with the suspect who stated that while she was driving the motor vehicle listed above she collided with the victim. 

Victim was taken by Ambulance (xxx) with EMT's xxxxx and xxxxxxxx to Boston Medical Center for treatment. The following units assisted and responded to the scene, xxxx with EMT's xxxxxxxx and xxxxxx, xxxx Det xxxxxx, xxxx Det xxxxx. 

The suspect's vehicle, victim's bicycle, and crime scene was photographed by responding detectives. The victim's bicycle sustained damage to the rear wheel. The suspect's vehicle sustained damage to the front grill. The suspect was issued motor vehicle citation # xxxxxxxx for operating xxx license and failing to yield to a pedestrian in a crosswalk. The owner was also issued a citation #xxxxxxxx for allowing an xxxxxxxxxx person to operate. 

 A Mr xxx xxxxx of xx xxxxxxxx ave xxxxxxxx MA took control of the suspect's motor vehicle. A Miss xxxxx xxxxxxx of xxx Bay st Apt x xxxxx on, MA took control of the victim's property. The xxxxxx (M/V Crash report) form was completed and filed with the auto investigator",
B1606,2010,7/19/2010,Monday,5:16:00 PM,"241 Park St South Dorchester , MA, USA",-71.0628761,42.2980106,BVA,E911,774426.777915,236045.281909,2933911.600997,894256.255984,241 Park St,1,Emp,1,92200,3,Councillor Baker,South Dorchester,98,98,98,98,0,0,,1,99,0,CLEAR - NIGHT,3,1,1,87,68,78,19,4:24:00 AM,7:17:00 PM,0,0.01,0,0,0,0,0,0,1,1,1,MALE,BLACK NON-HISPANIC,12,"About xxxxxx on Monday, xxxxxxxxxx, Officers xxxxxxxxxxx in the xxxxx while operating a marked cruiser observed a small gathering do people on xxxxxxxxx St.

Officers approached the group of people and spoke to xxxx xxxxxx who stated he was involved in a mv accident. He stated he was driving his mv (Mass Reg# xxxxxx) on xxxxxxxxxx St toward park St. He observed a young male on a pedal bicycle riding up the street. He stated the male was looking toward the basket xxxx court and his bicycle began to come across the street. he stated he was able to stop his mv and xxxx his horn to get the male's attention but the bicycle still struck his mv.  xxxxxxxx xxxxx was in a mv behind xxxx xxxxxx's mv. he stated he did observed xxxx  xxxxxx top his mv, after a few seconds he came out of his mv and observed the male on the ground.  Officers spoke to xxxxxxx xxxxx who stated his left shin area and left knee was hurting. xxxxxxxxx xxxxx (Mother) was notified of the accident and responded to the scene. Boston EMS xx responded to the scene. xxxxxxx xxxxx was transported to the xxxxxx Hospital for further treatment and evaluation. The xxxxxx form was completed.",
B1607,2010,7/19/2010,Monday,7:05:00 PM,"57 Everett St Allston , MA, USA",-71.138242,42.3554032,BVA,E911,753818.786662,229763.966175,2954594.064497,900560.270859,57 Everett St,0,Emp,0,802,9,Councillor Ciommo,Allston/Brighton,98,98,98,98,0,0,,1,99,0,,3,1,4,87,68,78,19,4:24:00 AM,7:17:00 PM,0,0.01,0,0,0,0,0,0,1,1,1,MALE,WHITE HISPANIC,17,"WHILE PERFORMING A FIRST HALF TOUR OF DUTY AS THE xxxxx RESPONDED TO A RADIO CALL FOR A CYCLIST STRUCK BY A CAR. UPON ARRIVAL THE FOLLOWING ACCOUNT OF THE ACCIDENT WAS RELAYED. THE OPERATOR OF xxxxxxxxx (JAY xxxxxxxx) WAS EXITING THE PARKING LOT (ONTO EVERETT ST) OF xxxxxxx xxxxx xxxxxx LOCATED AT xx EVERETT ST. THE M/V CAME OUT OF THE GATE AND STOPPED BEFORE ENTERING THE STREET. THE CYCLIST (xxxxxxx xxxxxx) WAS RIDING DOWN HILL OUTBOUND ON EVERETT ST (AGAINST TRAFFIC) WHEN THE M/V CAME OUT AND STRUCK THE PASSENGER FRONT FENDER. THE BICYCLE STRUCK THE FENDER (LEAVING A LARGE DENT) SNAPPED IN HALF AS IT FLIPPED UP ONTO THE HOOD, SENDING THE CYCLIST UP ONTO THE HOOD BEFORE FALLING TO THE STREET. 
THE VICTIM WAS TRANSPORTED TO CHILDREN'S HOSPITAL WITH INJURIES TO HIS LEFT LEG BY AMB xx, xxxx. THE VICTIM WAS ACCOMPANIED BY HIS AUNT, xxxxxxx xxxxxxxx, OF THE SAME ADDRESS. THE VICTIM'S BIKE (xxxxxxx MOUNTAIN BIKE) WAS TAKEN IN HIS AUNT'S M/V. 
COMM OF MASS M/V CRASH REPORT COMPLETED.",
